plant_id,type
CAAPA2,"Forb/herb, Subshrub"
CAAPD,Forb/herb
CAAPM,"Forb/herb, Subshrub"
CAAPP3,"Forb/herb, Subshrub"
CAAPP4,"Forb/herb, Subshrub"
CAAQ4,Forb/herb
CAAR11,Forb/herb
CAAR21,Forb/herb
CAAT25,Forb/herb
CAAU5,Forb/herb
CABR37,Forb/herb
CACA79,Forb/herb
CACAC14,Forb/herb
CACAS5,Forb/herb
CACA20,Forb/herb
CACAA,Forb/herb
CACAC11,Forb/herb
CACE4,Forb/herb
CACH40,Forb/herb
CACH15,Forb/herb
CACH19,Forb/herb
CACH8,Forb/herb
CACH16,Forb/herb
CACI6,Forb/herb
CACO17,Forb/herb
CACO36,"Subshrub, Forb/herb"
CACR13,"Subshrub, Forb/herb"
CACR14,Forb/herb
CACU7,Forb/herb
CADE29,Forb/herb
CADED3,Forb/herb
CADEG,Forb/herb
CADEO,Forb/herb
CADI20,Forb/herb
CAEL6,Forb/herb
CAEL7,"Subshrub, Forb/herb"
CAEX14,Forb/herb
CAEXE,Forb/herb
CAEXL,Forb/herb
CAEXV,Forb/herb
CAFL7,"Subshrub, Forb/herb"
CAFLF3,"Subshrub, Forb/herb"
CAFLR,"Subshrub, Forb/herb"
CAFO2,"Subshrub, Forb/herb"
CAFR8,Forb/herb
CAGE6,Forb/herb
CAGL10,"Subshrub, Forb/herb"
CAGR21,"Subshrub, Forb/herb"
CAHA16,Forb/herb
CAHI9,"Subshrub, Forb/herb"
CAHIA2,"Subshrub, Forb/herb"
CAHIB,Forb/herb
CAHIH2,"Subshrub, Forb/herb"
CAHY5,Forb/herb
CAHY6,Forb/herb
CAIN13,Forb/herb
CAIN14,"Subshrub, Forb/herb"
CAING,"Subshrub, Forb/herb"
CAINI5,"Subshrub, Forb/herb"
CAKA6,Forb/herb
CAKE7,Forb/herb
CAKR4,Forb/herb
CALA68,Forb/herb
CALA24,"Subshrub, Forb/herb"
CALAH,"Forb/herb, Subshrub"
CALAL11,"Forb/herb, Subshrub"
CALA69,Forb/herb
CALA26,"Subshrub, Forb/herb"
CALE18,Forb/herb
CALE27,Forb/herb
CALI4,"Subshrub, Forb/herb"
CALI20,Forb/herb
CALI5,"Subshrub, Forb/herb"
CALU14,Forb/herb
CAME21,"Subshrub, Forb/herb"
CAME17,Forb/herb
CAMI12,"Subshrub, Forb/herb"
CAMID2,"Forb/herb, Subshrub"
CAMIE,Forb/herb
CAMIM5,"Forb/herb, Subshrub"
CAMI13,Forb/herb
CAMIM6,Forb/herb
CAMIS3,Forb/herb
CAMO8,"Subshrub, Forb/herb"
CAMO20,Forb/herb
CANA3,Forb/herb
CANE18,Forb/herb
CANI8,Forb/herb
CAOC4,"Subshrub, Forb/herb"
CAOR4,Forb/herb
CAOR7,Forb/herb
CAOR21,Forb/herb
CAPA25,Forb/herb
CAPAI,Forb/herb
CAPAP7,Forb/herb
CAPA26,"Subshrub, Forb/herb"
CAPAA3,"Subshrub, Forb/herb"
CAPAO2,"Subshrub, Forb/herb"
CAPAO,"Subshrub, Forb/herb"
CAPAP8,"Subshrub, Forb/herb"
CAPA46,Forb/herb
CAPA41,Forb/herb
CAPE19,Forb/herb
CAPI3,Forb/herb
CAPIL,Forb/herb
CAPIP,Forb/herb
CAPIS,Forb/herb
CAPL7,Forb/herb
CAPO11,Forb/herb
CAPR11,Forb/herb
CAPR14,"Subshrub, Forb/herb"
CAPU19,Forb/herb
CAPU10,Forb/herb
CAPU11,"Subshrub, Forb/herb"
CAPUC,"Subshrub, Forb/herb"
CAPUL,"Subshrub, Forb/herb"
CAPUP5,"Subshrub, Forb/herb"
CARA7,Forb/herb
CARE10,Forb/herb
CARH4,"Subshrub, Forb/herb"
CARI12,Forb/herb
CARU20,Forb/herb
CARUL,Forb/herb
CARUR2,Forb/herb
CARU8,Forb/herb
CARU9,"Subshrub, Forb/herb"
CASA20,Forb/herb
CASC19,Forb/herb
CASCB3,Forb/herb
CASCS4,Forb/herb
CASC20,Forb/herb
CASE4,Forb/herb
CASE5,"Subshrub, Forb/herb"
CASU10,Forb/herb
CASUF2,Forb/herb
CASUS7,Forb/herb
CASU11,Forb/herb
CASU12,"Subshrub, Forb/herb"
CATE14,Forb/herb
CATE26,Forb/herb
CATH4,Forb/herb
CATO2,Forb/herb
CAUN4,Forb/herb
CAVI6,Forb/herb
CAVI9,Forb/herb
CAWA4,Forb/herb
CAWO4,Forb/herb
CAXA,Forb/herb
CAYU,Forb/herb
CACA94,Forb/herb
CARO14,"Subshrub, Forb/herb"
CABE5,Forb/herb
CAFL10,Forb/herb
CANU7,Forb/herb
CAPL11,Forb/herb
CAAM11,Forb/herb
CAAMA,Forb/herb
CAAMB,Forb/herb
CAAN25,Forb/herb
CABA11,Forb/herb
CACO18,Forb/herb
CACO38,Forb/herb
CACR11,Forb/herb
CACRC,Forb/herb
CACRG,Forb/herb
CAGL12,Forb/herb
CAHA8,Forb/herb
CAHE11,Forb/herb
CAIN15,Forb/herb
CALE25,Forb/herb
CAMA17,Forb/herb
CAMAM14,Forb/herb
CAMAN,Forb/herb
CAPI4,Forb/herb
CASI5,Forb/herb
CAGI6,Forb/herb
CATH2,Forb/herb
CAJA5,"Subshrub, Forb/herb"
CAAM15,"Vine, Forb/herb"
CAQU3,"Vine, Forb/herb"
CAJA7,"Vine, Forb/herb"
CATR29,"Vine, Forb/herb"
CECA,"Subshrub, Forb/herb"
CEAR3,Forb/herb
CENI,"Forb/herb, Subshrub"
CETR7,Forb/herb
CEAM2,Forb/herb
CEAS2,Forb/herb
CEBA4,Forb/herb
CEBO,Forb/herb
CECA2,Forb/herb
CECA5,Forb/herb
CECI2,Forb/herb
CECY2,Forb/herb
CEDE10,Forb/herb
CEDI3,Forb/herb
CEDI4,Forb/herb
CEER,Forb/herb
CEIB,Forb/herb
CEJA,Forb/herb
CEMA9,Forb/herb
CEME2,Forb/herb
CEMO6,Forb/herb
CEMO,Forb/herb
CENI2,Forb/herb
CENI3,Forb/herb
CEPA14,Forb/herb
CEPH,Forb/herb
CEPO8,Forb/herb
CERO,Forb/herb
CESC2,Forb/herb
CESO3,Forb/herb
CEST8,Forb/herb
CESTM,Forb/herb
CESU,Forb/herb
CETR6,Forb/herb
CETR12,Forb/herb
CEUN2,Forb/herb
CEUNN,Forb/herb
CEVI,Forb/herb
CEVIS2,Forb/herb
CEAR12,Forb/herb
CEBE,Forb/herb
CECA3,Forb/herb
CEDA,Forb/herb
CEER5,Forb/herb
CEEX,Forb/herb
CEGL6,Forb/herb
CEMA19,Forb/herb
CEMU2,Forb/herb
CEMU5,Forb/herb
CENA2,Forb/herb
CENU,Forb/herb
CEPU3,Forb/herb
CESE6,Forb/herb
CESP3,Forb/herb
CETE9,Forb/herb
CETE2,Forb/herb
CETR2,Forb/herb
CEVE3,Forb/herb
CEVEA,Forb/herb
CEVEV,Forb/herb
CEAS,"Forb/herb, Subshrub"
CEER2,Forb/herb
CEMI5,Forb/herb
CERU2,"Subshrub, Forb/herb"
CEPU6,"Forb/herb, Subshrub"
CEPA21,Forb/herb
CEPAA,Forb/herb
CEPAC,Forb/herb
CEPAP4,Forb/herb
CEPAR4,Forb/herb
CEPU14,Forb/herb
CEPUL,Forb/herb
CEPUM,Forb/herb
CEPUP6,Forb/herb
CEPUS2,Forb/herb
CEAR5,"Vine, Forb/herb"
CEPU5,"Vine, Forb/herb"
CESA6,"Vine, Forb/herb"
CEVI2,"Vine, Forb/herb"
CETH3,Forb/herb
CEAU,Forb/herb
CEGI2,Forb/herb
CESY,Forb/herb
CEAL,Forb/herb
CEAR4,Forb/herb
CEARA2,Forb/herb
CEARF,Forb/herb
CEARM,Forb/herb
CEARS2,Forb/herb
CEARV2,Forb/herb
CEARV3,Forb/herb
CEARV4,Forb/herb
CEAX,Forb/herb
CEBE2,Forb/herb
CEBEB2,Forb/herb
CEBEB4,Forb/herb
CEBEG3,Forb/herb
CEBEE,Forb/herb
CEBR2,Forb/herb
CEBR3,Forb/herb
CEDI5,Forb/herb
CEDI7,Forb/herb
CEDU2,Forb/herb
CEFA2,Forb/herb
CEFI,Forb/herb
CEFO2,Forb/herb
CEFOV2,Forb/herb
CEGL2,Forb/herb
CEGO,Forb/herb
CEGR7,Forb/herb
CEMA5,Forb/herb
CENU2,Forb/herb
CENUN,Forb/herb
CENUO,Forb/herb
CEPU4,Forb/herb
CERE4,Forb/herb
CESE4,Forb/herb
CESO4,Forb/herb
CETE3,Forb/herb
CETO2,Forb/herb
CEER3,"Subshrub, Shrub, Forb/herb"
CETE5,Forb/herb
CEDE4,Forb/herb
CEEC2,Forb/herb
CEMU3,Forb/herb
CEMUA,Forb/herb
CEPT,Forb/herb
CERI2,Forb/herb
CETH2,Forb/herb
CEPL2,"Subshrub, Forb/herb"
CETR5,Forb/herb
CESI,"Subshrub, Forb/herb"
CHAL,Forb/herb
CHAR,Forb/herb
CHCA,Forb/herb
CHCAC,Forb/herb
CHCAP2,Forb/herb
CHCU,Forb/herb
CHDO,Forb/herb
CHDOA2,Forb/herb
CHDOD,Forb/herb
CHEV,Forb/herb
CHFR,Forb/herb
CHGL,Forb/herb
CHGLG2,Forb/herb
CHGLH,Forb/herb
CHGLL2,Forb/herb
CHGLM,Forb/herb
CHGLO,Forb/herb
CHMA,Forb/herb
CHNE,Forb/herb
CHNE6,Forb/herb
CHSA,Forb/herb
CHST,Forb/herb
CHTH,Forb/herb
CHXA,Forb/herb
CHMI,Forb/herb
CHBU5,Forb/herb
CHPR,Forb/herb
CHPRP,Forb/herb
CHPRS,Forb/herb
CHTA,Forb/herb
CHTAD,Forb/herb
CHTAT,Forb/herb
CHTE5,Forb/herb
CHWH,Forb/herb
CHAS,Forb/herb
CHASA,Forb/herb
CHASG,Forb/herb
CHBE2,Forb/herb
CHBE3,Forb/herb
CHEF,"Subshrub, Forb/herb"
CHER2,"Subshrub, Forb/herb"
CHHE,Forb/herb
CHIM,Forb/herb
CHPA2,Forb/herb
CHMA18,Forb/herb
CHSC,Forb/herb
CHSCP,Forb/herb
CHSCS,Forb/herb
CHAB3,Forb/herb
CHABM,Forb/herb
CHCA26,Forb/herb
CHCH3,"Subshrub, Forb/herb"
CHCHC,"Subshrub, Forb/herb"
CHDE9,"Subshrub, Forb/herb"
CHFA2,Forb/herb
CHFAF,Forb/herb
CHFAM2,Forb/herb
CHFL4,Forb/herb
CHFLT,Forb/herb
CHLI5,"Subshrub, Forb/herb"
CHLIK,"Subshrub, Forb/herb"
CHNI2,"Subshrub, Forb/herb"
CHNIN,"Subshrub, Forb/herb"
CHNIA,"Subshrub, Forb/herb"
CHNIL,"Subshrub, Forb/herb"
CHNIN2,"Subshrub, Forb/herb"
CHNIP,"Subshrub, Forb/herb"
CHNIG,"Subshrub, Forb/herb"
CHPI5,Forb/herb
CHRO3,Forb/herb
CHSE9,Forb/herb
CHSES2,Forb/herb
CHSEW,Forb/herb
CHLU,Forb/herb
CHFU2,Forb/herb
CHMI5,Forb/herb
CHNO3,Forb/herb
CHER,Forb/herb
CHERN,Forb/herb
CHCO,Forb/herb
CHCO2,"Subshrub, Forb/herb"
CHCR2,Forb/herb
CHED,"Subshrub, Forb/herb"
CHPA16,Forb/herb
CHSO,Forb/herb
CHVI9,"Subshrub, Forb/herb"
CHAB2,Forb/herb
CHAC2,Forb/herb
CHAD,"Subshrub, Forb/herb"
CHADP,"Subshrub, Forb/herb"
CHAL11,Forb/herb
CHAN5,Forb/herb
CHAR18,Forb/herb
CHAS2,Forb/herb
CHBE6,Forb/herb
CHBL2,Forb/herb
CHBO7,Forb/herb
CHCA29,Forb/herb
CHCA30,Forb/herb
CHCH5,"Subshrub, Forb/herb"
CHCHC3,"Subshrub, Forb/herb"
CHCHT,Forb/herb
CHCI2,Forb/herb
CHCO10,Forb/herb
CHCO11,Forb/herb
CHCU4,Forb/herb
CHDE7,"Subshrub, Forb/herb"
CHDEA2,"Forb/herb, Subshrub"
CHDED,"Subshrub, Forb/herb"
CHDEP,Forb/herb
CHDES,"Subshrub, Forb/herb"
CHDI5,Forb/herb
CHFE3,"Subshrub, Forb/herb"
CHFL3,Forb/herb
CHGA3,"Subshrub, Forb/herb"
CHGE2,Forb/herb
CHGEG,Forb/herb
CHGEW,Forb/herb
CHGL13,Forb/herb
CHGO3,Forb/herb
CHGR17,Forb/herb
CHHI3,Forb/herb
CHHO3,Forb/herb
CHHU3,Forb/herb
CHHY2,"Forb/herb, Subshrub"
CHHY3,Forb/herb
CHJE,Forb/herb
CHKE,Forb/herb
CHLA8,Forb/herb
CHLA9,Forb/herb
CHLA10,Forb/herb
CHMA15,Forb/herb
CHME5,Forb/herb
CHME6,Forb/herb
CHME7,"Subshrub, Forb/herb"
CHMI7,Forb/herb
CHMI8,Forb/herb
CHNU9,Forb/herb
CHOC,Forb/herb
CHOCA,Forb/herb
CHOCO,Forb/herb
CHOCR,Forb/herb
CHOP2,Forb/herb
CHPA30,Forb/herb
CHPA28,Forb/herb
CHPE9,Forb/herb
CHPE10,Forb/herb
CHPE14,Forb/herb
CHPL3,Forb/herb
CHPO12,Forb/herb
CHPO6,Forb/herb
CHPO7,"Subshrub, Forb/herb"
CHPOP3,"Subshrub, Forb/herb"
CHPOS,"Subshrub, Forb/herb"
CHPR6,Forb/herb
CHRE4,Forb/herb
CHSE4,Forb/herb
CHSE6,Forb/herb
CHSEH,Forb/herb
CHSES,Forb/herb
CHSE7,Forb/herb
CHSE8,Forb/herb
CHSI5,Forb/herb
CHSP5,Forb/herb
CHST8,Forb/herb
CHTH6,Forb/herb
CHTH4,Forb/herb
CHTR3,Forb/herb
CHVA4,Forb/herb
CHVE11,Forb/herb
CHVE5,Forb/herb
CHVI17,Forb/herb
CHAN9,Forb/herb
CHANA2,Forb/herb
CHANC,Forb/herb
CHLA13,"Forb/herb, Subshrub"
CHFL2,Forb/herb
CHAL18,Forb/herb
CHDE4,Forb/herb
CHTE6,Forb/herb
CHTO,Forb/herb
CHFL9,Forb/herb
CHAE,Forb/herb
CHAL5,Forb/herb
CHBO5,Forb/herb
CHCL,Forb/herb
CHCO3,Forb/herb
CHCO4,Forb/herb
CHEA,Forb/herb
CHFE,Forb/herb
CHFE2,Forb/herb
CHFI,Forb/herb
CHGR,Forb/herb
CHHO,Forb/herb
CHIN,Forb/herb
CHLA2,Forb/herb
CHLE2,Forb/herb
CHLE3,Forb/herb
CHLI,Forb/herb
CHMI4,Forb/herb
CHNE2,Forb/herb
CHNO2,Forb/herb
CHPA3,Forb/herb
CHPA4,Forb/herb
CHPR2,Forb/herb
CHTO2,Forb/herb
CHVI,Forb/herb
CHVI23,Forb/herb
CHVI2,Forb/herb
CHWO,Forb/herb
CHWR,Forb/herb
CHYA,Forb/herb
CHPA14,Forb/herb
CHMA2,Forb/herb
CHMAL,Forb/herb
CHMAM,Forb/herb
CHMAP,Forb/herb
CHCU5,Forb/herb
CHGL2,Forb/herb
CHLY2,Forb/herb
CHOB3,Forb/herb
CHOBE,Forb/herb
CHOBO,Forb/herb
CHOBS,Forb/herb
CHAL7,Forb/herb
CHALA,Forb/herb
CHALM,Forb/herb
CHALM2,Forb/herb
CHALS,Forb/herb
CHALS2,Forb/herb
CHAT,Forb/herb
CHBE4,Forb/herb
CHBEB2,Forb/herb
CHBEB,Forb/herb
CHBEB3,Forb/herb
CHBEM,Forb/herb
CHBES,Forb/herb
CHBEZ,Forb/herb
CHBO,Forb/herb
CHCA3,Forb/herb
CHCA4,Forb/herb
CHCA12,Forb/herb
CHCAP,Forb/herb
CHCH,Forb/herb
CHCY,Forb/herb
CHDE,Forb/herb
CHFI4,Forb/herb
CHFO3,Forb/herb
CHFO2,Forb/herb
CHFR3,Forb/herb
CHFRF,Forb/herb
CHFRP,Forb/herb
CHGL3,Forb/herb
CHHI,Forb/herb
CHHI2,Forb/herb
CHHU,Forb/herb
CHIN2,Forb/herb
CHINE,Forb/herb
CHINI,Forb/herb
CHINO,Forb/herb
CHLE4,Forb/herb
CHLI11,Forb/herb
CHMA7,Forb/herb
CHMAF,Forb/herb
CHMAH,Forb/herb
CHMU2,Forb/herb
CHNE3,Forb/herb
CHNEN,Forb/herb
CHNEP,Forb/herb
CHNE4,Forb/herb
CHOP,Forb/herb
CHOV,Forb/herb
CHPA5,Forb/herb
CHPO,Forb/herb
CHPOA,Forb/herb
CHPOO,Forb/herb
CHPOP,Forb/herb
CHPR5,Forb/herb
CHRU,Forb/herb
CHSA2,Forb/herb
CHSI2,Forb/herb
CHST2,Forb/herb
CHSU2,Forb/herb
CHUR,Forb/herb
CHVA3,Forb/herb
CHVU,Forb/herb
CHWA,Forb/herb
CHLU2,Forb/herb
CHJA,Forb/herb
CHTW,Forb/herb
CHSP11,"Subshrub, Shrub, Forb/herb"
CHHA,Forb/herb
CHAN2,Forb/herb
CHGR3,Forb/herb
CHPA7,Forb/herb
CHPO3,Forb/herb
CHPOD,Forb/herb
CHPOM,Forb/herb
CHPOP4,Forb/herb
CHPU2,Forb/herb
CHPUP2,Forb/herb
CHPUR,Forb/herb
CHCA28,Forb/herb
CHCO28,Forb/herb
CHJU,Forb/herb
CHNE12,Forb/herb
CHTE2,Forb/herb
CHAN3,Forb/herb
CHBI2,Forb/herb
CHBIB,Forb/herb
CHBII,Forb/herb
CHBL,Forb/herb
CHBR,Forb/herb
CHBRB,Forb/herb
CHBRS,Forb/herb
CHBR2,Forb/herb
CHCL2,Forb/herb
CHCO6,Forb/herb
CHCU3,Forb/herb
CHCUC,Forb/herb
CHCUV,Forb/herb
CHDI3,Forb/herb
CHDO2,Forb/herb
CHFI2,Forb/herb
CHFIF,Forb/herb
CHFIL,Forb/herb
CHHO2,Forb/herb
CHLE6,Forb/herb
CHME2,Forb/herb
CHOB4,Forb/herb
CHOR,Forb/herb
CHPA8,Forb/herb
CHPA9,Forb/herb
CHPAF,Forb/herb
CHPAP2,Forb/herb
CHPO4,Forb/herb
CHPOL,Forb/herb
CHPOP5,Forb/herb
CHPR4,Forb/herb
CHPU3,Forb/herb
CHPUH2,Forb/herb
CHPUP3,Forb/herb
CHRE,Forb/herb
CHRI,Forb/herb
CHRO,Forb/herb
CHROH,Forb/herb
CHROR,Forb/herb
CHSP,Forb/herb
CHST4,Forb/herb
CHST5,Forb/herb
CHUN,Forb/herb
CHVA,Forb/herb
CHVE3,Forb/herb
CHWA2,Forb/herb
CHWH2,Forb/herb
CHXA2,Forb/herb
CHXAL,Forb/herb
CHXAX,Forb/herb
CHBI3,Forb/herb
CHFR4,"Forb/herb, Subshrub"
CHIV,"Forb/herb, Subshrub"
CHTI2,Forb/herb
CHAR13,"Forb/herb, Subshrub"
CHARA,"Forb/herb, Subshrub"
CHVI5,Forb/herb
CHVIA,Forb/herb
CHVIB2,Forb/herb
CHVIV,Forb/herb
CHFL8,Forb/herb
CHGO2,Forb/herb
CHGO,Forb/herb
CHGOC,Forb/herb
CHGOG,Forb/herb
CHGOH,Forb/herb
CHLA21,Forb/herb
CHLA7,Forb/herb
CHLI4,Forb/herb
CHLID,Forb/herb
CHLIL,Forb/herb
CHMA14,Forb/herb
CHPI8,Forb/herb
CHSC2,Forb/herb
CHSU6,Forb/herb
CHTE10,Forb/herb
CHAL24,Forb/herb
CHALS3,Forb/herb
CHAM2,Forb/herb
CHGL5,Forb/herb
CHRO4,Forb/herb
CHTE3,Forb/herb
CHWR2,Forb/herb
CHWRB,Forb/herb
CHWRW,Forb/herb
CHGR13,"Subshrub, Forb/herb"
CINE2,Forb/herb
CIQU3,Forb/herb
CIAR5,Forb/herb
CIEN,Forb/herb
CIIN,Forb/herb
CIBU,Forb/herb
CIDO,Forb/herb
CIMA2,Forb/herb
CIMAA,Forb/herb
CIMAB,Forb/herb
CIMAM,Forb/herb
CIVI5,Forb/herb
CIDR,"Subshrub, Forb/herb"
CIYU,"Subshrub, Forb/herb"
CIAL,Forb/herb
CIALA,Forb/herb
CIALP2,Forb/herb
CIIN4,Forb/herb
CILU,Forb/herb
CILUC,Forb/herb
CIAL2,Forb/herb
CIAN,Forb/herb
CIAN2,Forb/herb
CIAR6,Forb/herb
CIAR9,Forb/herb
CIAR3,Forb/herb
CIAR4,Forb/herb
CIBA,Forb/herb
CIBR,Forb/herb
CIBR2,Forb/herb
CICA10,Forb/herb
CICA11,Forb/herb
CICA6,Forb/herb
CICA16,Forb/herb
CICA7,Forb/herb
CICE,Forb/herb
CICH2,Forb/herb
CICH3,Forb/herb
CICI,Forb/herb
CICL,Forb/herb
CICL2,Forb/herb
CICR,Forb/herb
CICY,Forb/herb
CIDI,Forb/herb
CIDO2,Forb/herb
CIDOB2,Forb/herb
CIDOD,Forb/herb
CIDR2,Forb/herb
CIEA,Forb/herb
CIED,Forb/herb
CIEN2,Forb/herb
CIFL,Forb/herb
CIFO,Forb/herb
CIFO2,Forb/herb
CIFOC,Forb/herb
CIFOF,Forb/herb
CIFOO,Forb/herb
CIGI,Forb/herb
CIGR2,Forb/herb
CIHI,Forb/herb
CIHO,Forb/herb
CIHO2,Forb/herb
CIHOH,Forb/herb
CIHOV,Forb/herb
CIHY,Forb/herb
CIHYH,Forb/herb
CIHYV,Forb/herb
CIIN5,Forb/herb
CIIO2,Forb/herb
CIKA,Forb/herb
CILA5,Forb/herb
CILE2,Forb/herb
CILO,Forb/herb
CILO2,Forb/herb
CIMO2,Forb/herb
CIMO,Forb/herb
CIMU2,Forb/herb
CIMU,Forb/herb
CINA,Forb/herb
CINE,Forb/herb
CINU,Forb/herb
CIOC,Forb/herb
CIOCC4,Forb/herb
CIOCC,Forb/herb
CIOCC2,Forb/herb
CIOCO,Forb/herb
CIOCV,Forb/herb
CIOC2,Forb/herb
CIOCM,Forb/herb
CIOCO2,Forb/herb
CIOS,Forb/herb
CIOW,Forb/herb
CIPA5,Forb/herb
CIPA6,Forb/herb
CIPA,Forb/herb
CIPAM,Forb/herb
CIPAP2,Forb/herb
CIPE4,Forb/herb
CIPE5,Forb/herb
CIPI,Forb/herb
CIPR2,Forb/herb
CIPU3,Forb/herb
CIPU4,Forb/herb
CIPY2,Forb/herb
CIQU2,Forb/herb
CIRE,Forb/herb
CIRE2,Forb/herb
CIRH,Forb/herb
CIRO,Forb/herb
CIRU2,Forb/herb
CIRY,Forb/herb
CISC4,Forb/herb
CISC,Forb/herb
CISC2,Forb/herb
CISC3,Forb/herb
CISU,Forb/herb
CITE2,Forb/herb
CITU,Forb/herb
CIUN,Forb/herb
CIUNT,Forb/herb
CIUNU,Forb/herb
CIVE,Forb/herb
CIVI4,Forb/herb
CIVI6,Forb/herb
CIVI,Forb/herb
CIVU,Forb/herb
CIWH,Forb/herb
CIWR,Forb/herb
CIAM3,Forb/herb
CIMA4,Forb/herb
CIMO4,Forb/herb
CIMO5,Forb/herb
CIPA7,Forb/herb
CIPAA,Forb/herb
CIPAH,Forb/herb
CIPAN,Forb/herb
CIPAP,Forb/herb
CIPU5,Forb/herb
CIPY,Forb/herb
CIQU4,Forb/herb
CIRO2,Forb/herb
CITW2,Forb/herb
CIUM,Forb/herb
CIUMC,Forb/herb
CIUMU,Forb/herb
CICO7,"Vine, Forb/herb"
CILA3,"Vine, Forb/herb"
CILAC,"Vine, Forb/herb"
CILAL,"Vine, Forb/herb"
CLAF,Forb/herb
CLAM,Forb/herb
CLAMA,Forb/herb
CLAMC,Forb/herb
CLAMH,Forb/herb
CLAML,Forb/herb
CLAMW,Forb/herb
CLAR,Forb/herb
CLAU2,Forb/herb
CLBI,Forb/herb
CLBIA,Forb/herb
CLBIB2,Forb/herb
CLBIB,Forb/herb
CLBO4,Forb/herb
CLBOA,Forb/herb
CLBOB,Forb/herb
CLBO,Forb/herb
CLBR,Forb/herb
CLCO,Forb/herb
CLCOA,Forb/herb
CLCOC,Forb/herb
CLCOR,Forb/herb
CLCY,Forb/herb
CLCYC,Forb/herb
CLCYC2,Forb/herb
CLDA,Forb/herb
CLDE2,Forb/herb
CLDU,Forb/herb
CLEP,Forb/herb
CLEX,Forb/herb
CLFR3,Forb/herb
CLGR,Forb/herb
CLGRA,Forb/herb
CLGRG2,Forb/herb
CLGRS,Forb/herb
CLGRT,Forb/herb
CLHE4,Forb/herb
CLIM,Forb/herb
CLJO2,Forb/herb
CLLA,Forb/herb
CLLE2,Forb/herb
CLLI,Forb/herb
CLMI,Forb/herb
CLMIL3,Forb/herb
CLMIM,Forb/herb
CLMO,Forb/herb
CLMO3,Forb/herb
CLPR,Forb/herb
CLPU,Forb/herb
CLPU2,Forb/herb
CLPUP,Forb/herb
CLPUQ,Forb/herb
CLPUV,Forb/herb
CLRH,Forb/herb
CLRO2,Forb/herb
CLRU,Forb/herb
CLSI,Forb/herb
CLSP,Forb/herb
CLSPI,Forb/herb
CLSPN,Forb/herb
CLSPP,Forb/herb
CLSPS,Forb/herb
CLSP6,Forb/herb
CLST3,Forb/herb
CLTE5,Forb/herb
CLTEC,Forb/herb
CLTET,Forb/herb
CLUN,Forb/herb
CLVI2,Forb/herb
CLWI,Forb/herb
CLXA,Forb/herb
CLXAP,Forb/herb
CLXAX,Forb/herb
CLAR2,Forb/herb
CLAR3,Forb/herb
CLCA,Forb/herb
CLCAC,Forb/herb
CLCAL,Forb/herb
CLCO3,Forb/herb
CLES,Forb/herb
CLEX2,Forb/herb
CLEXE2,Forb/herb
CLEXG2,Forb/herb
CLFL3,Forb/herb
CLGY2,Forb/herb
CLHE,Forb/herb
CLLA2,Forb/herb
CLLAC,Forb/herb
CLLAI,Forb/herb
CLLAL,Forb/herb
CLLAP,Forb/herb
CLLAP2,Forb/herb
CLLAS,Forb/herb
CLME,Forb/herb
CLMEB,Forb/herb
CLMEM,Forb/herb
CLMEN,Forb/herb
CLMU5,Forb/herb
CLNE,Forb/herb
CLPA10,Forb/herb
CLPA5,Forb/herb
CLPAG4,Forb/herb
CLPAP,Forb/herb
CLPAU2,Forb/herb
CLPAV,Forb/herb
CLPE,Forb/herb
CLPEI,Forb/herb
CLPEM,Forb/herb
CLPEP,Forb/herb
CLRO5,Forb/herb
CLRU2,Forb/herb
CLRUD,Forb/herb
CLRUR,Forb/herb
CLSA2,Forb/herb
CLSA3,Forb/herb
CLSC,Forb/herb
CLSI2,Forb/herb
CLSIB,Forb/herb
CLSIS,Forb/herb
CLTU,Forb/herb
CLTUC,Forb/herb
CLTUT,Forb/herb
CLUM,Forb/herb
CLVI3,Forb/herb
CLVIA,Forb/herb
CLVIH,Forb/herb
CLVIV,Forb/herb
CLVIL,Forb/herb
CLVIV2,Forb/herb
CLWA6,Forb/herb
CLBI3,Forb/herb
CLDI,Forb/herb
CLAL,"Subshrub, Forb/herb"
CLBA,"Subshrub, Forb/herb"
CLBAB,"Subshrub, Forb/herb"
CLBAL,"Subshrub, Forb/herb"
CLCO4,"Subshrub, Forb/herb"
CLFR,"Subshrub, Forb/herb"
CLHI,"Subshrub, Forb/herb"
CLHIA,"Subshrub, Forb/herb"
CLHIH,"Subshrub, Forb/herb"
CLHIS,"Subshrub, Forb/herb"
CLJA2,"Subshrub, Forb/herb"
CLMO6,"Subshrub, Forb/herb"
CLOC,"Subshrub, Forb/herb"
CLVI,"Forb/herb, Vine"
CLVI8,"Subshrub, Forb/herb"
CLAC4,Forb/herb
CLDI4,Forb/herb
CLGY,Forb/herb
CLHA,"Forb/herb, Subshrub"
CLIB,Forb/herb
CLLU2,Forb/herb
CLLUJ,Forb/herb
CLLUL,Forb/herb
CLMU,Forb/herb
CLOR2,Forb/herb
CLPL,Forb/herb
CLRU3,Forb/herb
CLSE2,"Subshrub, Forb/herb"
CLSE,Forb/herb
CLSP2,Forb/herb
CLSP5,Forb/herb
CLSP3,"Forb/herb, Subshrub"
CLVI9,"Forb/herb, Subshrub"
CLAN,Forb/herb
CLBR2,Forb/herb
CLHI2,Forb/herb
