"plant_id","type"
"1428","ANEDP","Forb/herb"
"1429","ANHU","Forb/herb"
"1430","ANHUJ","Forb/herb"
"1431","ANLA","Forb/herb"
"1432","ANLI4","Forb/herb"
"1433","ANLY","Forb/herb"
"1434","ANMU4","Forb/herb"
"1435","ANMU","Forb/herb"
"1436","ANMUM3","Forb/herb"
"1437","ANMUS","Forb/herb"
"1438","ANMUS5","Forb/herb"
"1439","ANMUT","Forb/herb"
"1440","ANNA","Forb/herb"
"1441","ANNAM2","Forb/herb"
"1442","ANNAV3","Forb/herb"
"1443","ANNAZ2","Forb/herb"
"1444","ANNE4","Forb/herb"
"1445","ANOR","Forb/herb"
"1446","ANORF","Forb/herb"
"1447","ANORO","Forb/herb"
"1448","ANPA","Forb/herb"
"1449","ANPAG","Forb/herb"
"1450","ANPAP2","Forb/herb"
"1451","ANPI","Forb/herb"
"1452","ANQU","Forb/herb"
"1453","ANQUB2","Forb/herb"
"1454","ANQUM2","Forb/herb"
"1455","ANQUQ","Forb/herb"
"1456","ANRI","Forb/herb"
"1457","ANTU","Forb/herb"
"1458","ANTUT","Forb/herb"
"1459","ANTUT2","Forb/herb"
"1460","ANVI3","Forb/herb"
"1461","ANVIA2","Forb/herb"
"1462","ANVIC","Forb/herb"
"1463","ANVIV2","Forb/herb"
"1465","ANCA10","Forb/herb"
"1467","ANGR2","Forb/herb"
"1472","ANBE2","Forb/herb"
"1474","ANAM","Forb/herb"
"1475","ANAR3","Forb/herb"
"1476","ANAT","Forb/herb"
"1477","ANBR5","Forb/herb"
"1478","ANCA32","Forb/herb"
"1479","ANCA13","Forb/herb"
"1480","ANCA11","Forb/herb"
"1481","ANDA","Forb/herb"
"1482","ANDE4","Forb/herb"
"1483","ANGE2","Forb/herb"
"1484","ANGR3","Forb/herb"
"1485","ANHE","Forb/herb"
"1486","ANKI","Forb/herb"
"1487","ANLI2","Forb/herb"
"1488","ANLU","Forb/herb"
"1489","ANPI2","Forb/herb"
"1490","ANRO","Forb/herb"
"1491","ANSC9","Forb/herb"
"1492","ANTO","Forb/herb"
"1493","ANTR2","Forb/herb"
"1494","ANVE","Forb/herb"
"1495","ANWH","Forb/herb"
"1497","ANAN5","Forb/herb"
"1499","ANEV","Forb/herb"
"1507","ANMA4","Forb/herb"
"1508","ANMAN","Forb/herb"
"1510","ANSC14","Forb/herb"
"1512","ANAC","Forb/herb"
"1514","ANCA46","Forb/herb"
"1520","ANAB","Forb/herb"
"1521","ANCR","Forb/herb"
"1522","ANCR2","Forb/herb"
"1523","ANLA4","Forb/herb"
"1524","ANPE4","Forb/herb"
"1525","ANRE2","Forb/herb"
"1526","ANTH3","Forb/herb"
"1528","ANSA2","Forb/herb"
"1536","ANCO6","Forb/herb"
"1537","ANVE2","Forb/herb"
"1539","ANAL4","Forb/herb"
"1540","ANAN2","Forb/herb"
"1541","ANAR4","Forb/herb"
"1542","ANAR5","Forb/herb"
"1543","ANAR10","Forb/herb"
"1544","ANCO","Forb/herb"
"1545","ANDE9","Forb/herb"
"1546","ANDI2","Forb/herb"
"1547","ANDI3","Forb/herb"
"1548","ANFL2","Forb/herb"
"1549","ANFO","Forb/herb"
"1550","ANFR","Forb/herb"
"1551","ANFRA","Forb/herb"
"1552","ANFRF","Forb/herb"
"1553","ANFRN","Forb/herb"
"1554","ANGE3","Forb/herb"
"1555","ANHO","Forb/herb"
"1556","ANHOC","Forb/herb"
"1557","ANHOH","Forb/herb"
"1558","ANHON","Forb/herb"
"1559","ANHOP","Forb/herb"
"1560","ANLA3","Forb/herb"
"1561","ANLU2","Forb/herb"
"1562","ANLUA2","Forb/herb"
"1563","ANLUL","Forb/herb"
"1564","ANMA6","Forb/herb"
"1565","ANMA5","Forb/herb"
"1566","ANME2","Forb/herb"
"1567","ANMI3","Forb/herb"
"1568","ANMO9","Forb/herb"
"1569","ANMOA","Forb/herb"
"1570","ANMOM","Forb/herb"
"1571","ANNE","Forb/herb"
"1572","ANOB3","Forb/herb"
"1573","ANPA9","Forb/herb"
"1574","ANPAF","Forb/herb"
"1575","ANPAP","Forb/herb"
"1576","ANPA4","Forb/herb"
"1577","ANPL","Forb/herb"
"1578","ANPU8","Forb/herb"
"1579","ANPU","Forb/herb"
"1580","ANPUP","Forb/herb"
"1581","ANRA","Forb/herb"
"1582","ANRO2","Forb/herb"
"1583","ANROA","Forb/herb"
"1584","ANROC","Forb/herb"
"1585","ANROP","Forb/herb"
"1586","ANROR","Forb/herb"
"1587","ANRO3","Forb/herb"
"1588","ANSO2","Forb/herb"
"1589","ANSO","Forb/herb"
"1590","ANST2","Forb/herb"
"1591","ANSU3","Forb/herb"
"1592","ANUM","Forb/herb"
"1593","ANVI13","Forb/herb"
"1598","ANAL11","Forb/herb"
"1599","ANAR6","Forb/herb"
"1600","ANAU3","Forb/herb"
"1601","ANCO2","Forb/herb"
"1602","ANSE6","Forb/herb"
"1603","ANTI","Forb/herb"
"1607","ANLA7","Forb/herb"
"1608","ANWA","Forb/herb"
"1616","ANCA14","Forb/herb"
"1617","ANCE","Forb/herb"
"1618","ANSY","Forb/herb"
"1620","ANVU","Forb/herb"
"1630","ANFL3","Forb/herb"
"1633","ANMA3","Forb/herb"
"1635","ANAN4","Forb/herb"
"1636","ANER","Forb/herb"
"1637","ANLE5","Forb/herb"
"1638","ANLEG","Forb/herb"
"1639","ANLEH","Forb/herb"
"1640","ANLEL","Forb/herb"
"1641","ANLEL2","Forb/herb"
"1642","ANRE3","Forb/herb"
"1649","APAR2","Forb/herb"
"1650","APMI","Forb/herb"
"1652","APBL","Forb/herb"
"1656","APPI","Forb/herb"
"1657","APRA","Forb/herb"
"1658","APRAH","Forb/herb"
"1659","APRAR","Forb/herb"
"1660","APRI","Forb/herb"
"1661","APSK","Forb/herb"
"1662","APSKK","Forb/herb"
"1663","APSKS","Forb/herb"
"1664","APSKT","Forb/herb"
"1666","APES","Forb/herb"
"1668","APAN","Forb/herb"
"1670","APAM","Forb/herb"
"1671","APPR","Forb/herb"
"1673","APGR2","Forb/herb"
"1674","APGRD","Forb/herb"
"1675","APNO","Forb/herb"
"1676","APPR2","Forb/herb"
"1677","APRE","Forb/herb"
"1679","APHY","Forb/herb"
"1683","APAN2","Forb/herb"
"1684","APCA","Forb/herb"
"1685","APFL","Forb/herb"
"1687","APUN","Forb/herb"
"1689","APDI","Forb/herb"
"1691","APCO","Forb/herb"
"1693","APAP","Forb/herb"
"1695","AQBA","Forb/herb"
"1696","AQBR","Forb/herb"
"1697","AQCA","Forb/herb"
"1698","AQCH","Forb/herb"
"1699","AQCHC","Forb/herb"
"1700","AQCHC2","Forb/herb"
"1701","AQCHH","Forb/herb"
"1702","AQCHR","Forb/herb"
"1703","AQCO","Forb/herb"
"1704","AQCOA","Forb/herb"
"1705","AQCOC","Forb/herb"
"1706","AQCOD","Forb/herb"
"1707","AQCOO","Forb/herb"
"1708","AQCOP","Forb/herb"
"1709","AQDE","Forb/herb"
"1710","AQDE2","Forb/herb"
"1711","AQEL","Forb/herb"
"1712","AQEX","Forb/herb"
"1713","AQFL","Forb/herb"
"1714","AQFLF","Forb/herb"
"1715","AQFLM","Forb/herb"
"1716","AQFLR","Forb/herb"
"1717","AQFO","Forb/herb"
"1718","AQGR","Forb/herb"
"1719","AQJO","Forb/herb"
"1720","AQJOE","Forb/herb"
"1721","AQJOJ","Forb/herb"
"1722","AQLA","Forb/herb"
"1723","AQLO","Forb/herb"
"1724","AQLO2","Forb/herb"
"1725","AQMI","Forb/herb"
"1726","AQMIM","Forb/herb"
"1727","AQMIM2","Forb/herb"
"1728","AQPU","Forb/herb"
"1729","AQSA","Forb/herb"
"1730","AQSC","Forb/herb"
"1731","AQSCC","Forb/herb"
"1732","AQSCS","Forb/herb"
"1733","AQTR","Forb/herb"
"1734","AQVU","Forb/herb"
"1736","ARTH","Forb/herb"
"1738","ARAC4","Forb/herb"
"1739","ARAL8","Forb/herb"
"1740","ARBE2","Forb/herb"
"1741","ARBL","Forb/herb"
"1742","ARBO","Forb/herb"
"1743","ARBO7","Forb/herb"
"1744","ARBR","Forb/herb"
"1745","ARBRA","Forb/herb"
"1746","ARBRB","Forb/herb"
"1747","ARBRP","Forb/herb"
"1748","ARCA48","Forb/herb"
"1749","ARCA","Forb/herb"
"1750","ARCO","Forb/herb"
"1751","ARCO39","Forb/herb"
"1752","ARCO12","Forb/herb"
"1753","ARCR5","Forb/herb"
"1754","ARCR","Forb/herb"
"1755","ARCU","Forb/herb"
"1756","ARDA","Forb/herb"
"1757","ARDAD","Forb/herb"
"1758","ARDAP","Forb/herb"
"1759","ARDE","Forb/herb"
"1760","ARDED","Forb/herb"
"1761","ARDEL","Forb/herb"
"1762","ARDI","Forb/herb"
"1763","ARDI2","Forb/herb"
"1764","ARDR","Forb/herb"
"1765","ARES5","Forb/herb"
"1766","ARFA2","Forb/herb"
"1767","ARFA3","Forb/herb"
"1768","ARFE6","Forb/herb"
"1769","ARFE","Forb/herb"
"1770","ARFEF","Forb/herb"
"1771","ARFES","Forb/herb"
"1772","ARFE2","Forb/herb"
"1773","ARFEF2","Forb/herb"
"1774","ARFES2","Forb/herb"
"1775","ARFR5","Forb/herb"
"1776","ARFU","Forb/herb"
"1777","ARFUF2","Forb/herb"
"1778","ARFUO","Forb/herb"
"1779","ARGE","Forb/herb"
"1780","ARGL","Forb/herb"
"1781","ARGL2","Forb/herb"
"1782","ARGO5","Forb/herb"
"1783","ARGR4","Forb/herb"
"1784","ARGU","Forb/herb"
"1785","ARHA2","Forb/herb"
"1786","ARHI9","Forb/herb"
"1787","ARHI","Forb/herb"
"1788","ARHIG","Forb/herb"
"1789","ARHIH","Forb/herb"
"1790","ARHIP","Forb/herb"
"1791","ARHO","Forb/herb"
"1792","ARHO2","Forb/herb"
"1793","ARHOC","Forb/herb"
"1794","ARHOP2","Forb/herb"
"1795","ARHOP3","Forb/herb"
"1796","ARHOR","Forb/herb"
"1797","ARIN","Forb/herb"
"1798","ARJO","Forb/herb"
"1799","ARKA6","Forb/herb"
"1800","ARKO","Forb/herb"
"1801","ARKOK","Forb/herb"
"1802","ARKOS","Forb/herb"
"1803","ARLA","Forb/herb"
"1804","ARLAB","Forb/herb"
"1805","ARLAL","Forb/herb"
"1806","ARLA10","Forb/herb"
"1807","ARLE","Forb/herb"
"1808","ARLED","Forb/herb"
"1809","ARLED2","Forb/herb"
"1810","ARLEL","Forb/herb"
"1811","ARLEP","Forb/herb"
"1812","ARLI","Forb/herb"
"1813","ARLY","Forb/herb"
"1814","ARLYL","Forb/herb"
"1815","ARLYN","Forb/herb"
"1816","ARLY2","Forb/herb"
"1817","ARMA33","Forb/herb"
"1818","ARME13","Forb/herb"
"1819","ARMI","Forb/herb"
"1820","ARMIM","Forb/herb"
"1821","ARMIM2","Forb/herb"
"1822","ARMIT","Forb/herb"
"1823","ARMI5","Forb/herb"
"1824","ARMO","Forb/herb"
"1825","ARMU6","Forb/herb"
"1826","ARNU","Forb/herb"
"1827","AROP","Forb/herb"
"1828","AROR","Forb/herb"
"1829","AROX","Forb/herb"
"1830","ARPA35","Forb/herb"
"1831","ARPA","Forb/herb"
"1832","ARPA2","Forb/herb"
"1833","ARPE","Forb/herb"
"1834","ARPEP","Forb/herb"
"1835","ARPER","Forb/herb"
"1836","ARPE2","Forb/herb"
"1837","ARPE3","Forb/herb"
"1838","ARPE4","Forb/herb"
"1839","ARPI2","Forb/herb"
"1840","ARPL","Forb/herb"
"1841","ARPLH2","Forb/herb"
"1842","ARPLP2","Forb/herb"
"1843","ARPR3","Forb/herb"
"1844","ARPU","Forb/herb"
"1845","ARPU2","Forb/herb"
"1846","ARPUD","Forb/herb"
"1847","ARPUG","Forb/herb"
"1848","ARPUM","Forb/herb"
"1849","ARPUP","Forb/herb"
"1850","ARPUP2","Forb/herb"
"1851","ARPU18","Forb/herb"
"1852","ARPY","Forb/herb"
"1853","ARRE","Forb/herb"
"1854","ARRER2","Forb/herb"
"1855","ARRES","Forb/herb"
"1856","ARRE2","Forb/herb"
"1857","ARREG","Forb/herb"
"1858","ARRER","Forb/herb"
"1859","ARRI","Forb/herb"
"1860","ARRID","Forb/herb"
"1861","ARRIR","Forb/herb"
"1862","ARRO11","Forb/herb"
"1863","ARSC2","Forb/herb"
"1864","ARSE","Forb/herb"
"1865","ARSE9","Forb/herb"
"1866","ARSH","Forb/herb"
"1867","ARSH2","Forb/herb"
"1868","ARSP","Forb/herb"
"1869","ARSPA","Forb/herb"
"1870","ARSPA2","Forb/herb"
"1871","ARSPC","Forb/herb"
"1872","ARSPC2","Forb/herb"
"1873","ARSPS2","Forb/herb"
"1874","ARSPS","Forb/herb"
"1875","ARSU","Forb/herb"
"1876","ARSU2","Forb/herb"
"1877","ARSUH","Forb/herb"
"1878","ARSUS","Forb/herb"
"1879","ARTI2","Forb/herb"
"1880","ARTR6","Forb/herb"
"1881","ARWI","Forb/herb"
"1882","ARWIS","Forb/herb"
"1883","ARWIW","Forb/herb"
"1885","ARGL18","Forb/herb"
"1886","ARHA10","Forb/herb"
"1887","ARHY","Forb/herb"
"1889","ARIN22","Forb/herb"
"1890","ARSI4","Forb/herb"
"1892","ARCA2","Forb/herb"
"1895","ARHI2","Forb/herb"
"1897","ARNU2","Forb/herb"
"1898","ARRA","Forb/herb"
"1899","ARRAB2","Forb/herb"
"1900","ARRAR","Forb/herb"
"1945","ARLA3","Forb/herb"
"1946","ARMI2","Forb/herb"
"1947","ARTO","Forb/herb"
"1948","ARVU2","Forb/herb"
"1950","ARCA4","Forb/herb"
"1951","ARHU3","Forb/herb"
"1952","ARME2","Forb/herb"
"2075","ARCA45","Forb/herb"
"2077","ARST2","Forb/herb"
"2085","ARAB","Forb/herb"
"2086","ARAC2","Forb/herb"
"2087","ARBE","Forb/herb"
"2088","ARCA7","Forb/herb"
"2089","ARCAA","Forb/herb"
"2090","ARCAC6","Forb/herb"
"2091","ARCO5","Forb/herb"
"2092","ARCOC","Forb/herb"
"2093","ARCOC2","Forb/herb"
"2094","ARCOC4","Forb/herb"
"2095","ARCOC3","Forb/herb"
"2096","ARCOG","Forb/herb"
"2097","ARCOL","Forb/herb"
"2098","ARCOP","Forb/herb"
"2099","ARCOS","Forb/herb"
"2100","ARCOS2","Forb/herb"
"2101","ARCOS3","Forb/herb"
"2102","ARCOW","Forb/herb"
"2103","AREA","Forb/herb"
"2104","AREAA","Forb/herb"
"2105","AREAE","Forb/herb"
"2106","ARFE3","Forb/herb"
"2107","ARFEB","Forb/herb"
"2108","ARFEF3","Forb/herb"
"2109","ARFEP","Forb/herb"
"2110","ARFET3","Forb/herb"
"2111","ARFR","Forb/herb"
"2112","ARFRF2","Forb/herb"
"2113","ARFRT","Forb/herb"
"2114","ARHO4","Forb/herb"
"2115","ARHOD","Forb/herb"
"2116","ARHOH3","Forb/herb"
"2117","ARHOP","Forb/herb"
"2118","ARKI","Forb/herb"
"2119","ARKIC","Forb/herb"
"2120","ARKIK","Forb/herb"
"2121","ARKIP","Forb/herb"
"2122","ARKIR","Forb/herb"
"2123","ARKIU2","Forb/herb"
"2124","ARLA4","Forb/herb"
"2125","ARLAL2","Forb/herb"
"2126","ARLAL3","Forb/herb"
"2127","ARLAL4","Forb/herb"
"2128","ARLAS","Forb/herb"
"2129","ARLI3","Forb/herb"
"2130","ARLO","Forb/herb"
"2131","ARLU2","Forb/herb"
"2132","ARMA3","Forb/herb"
"2133","ARMAF","Forb/herb"
"2134","ARMAM","Forb/herb"
"2135","ARMAA2","Forb/herb"
"2136","ARMAK2","Forb/herb"
"2137","ARMAM4","Forb/herb"
"2138","ARPA7","Forb/herb"
"2139","ARPU6","Forb/herb"
"2140","ARSE2","Forb/herb"
"2141","ARST3","Forb/herb"
"2142","ARUR","Forb/herb"
"2144","ARBU","Forb/herb"
"2146","ARAE","Forb/herb"
"2147","ARAL3","Forb/herb"
"2148","ARALA2","Forb/herb"
"2149","ARALT","Forb/herb"
"2150","ARAR4","Forb/herb"
"2151","ARAU2","Forb/herb"
"2152","ARCH2","Forb/herb"
"2153","ARCO6","Forb/herb"
"2154","ARCOA","Forb/herb"
"2155","ARCOC6","Forb/herb"
"2156","ARGL10","Forb/herb"
"2157","ARGLD","Forb/herb"
"2158","ARGLG5","Forb/herb"
"2159","ARGR3","Forb/herb"
"2160","ARHI4","Forb/herb"
"2161","ARME4","Forb/herb"
"2162","ARMU","Forb/herb"
"2163","ARMUA","Forb/herb"
"2164","ARMUM","Forb/herb"
"2165","ARMUR2","Forb/herb"
"2166","ARMUR","Forb/herb"
"2167","AROC2","Forb/herb"
"2168","ARPL3","Forb/herb"
"2169","ARPLA","Forb/herb"
"2170","ARPLP","Forb/herb"
"2171","ARPLP3","Forb/herb"
"2172","ARPO2","Forb/herb"
"2173","ARSA4","Forb/herb"
"2174","ARSQ","Forb/herb"
"2175","ARSQG","Forb/herb"
"2176","ARSQS","Forb/herb"
"2178","ARAN7","Forb/herb"
"2179","AREG","Forb/herb"
"2180","AREGE","Forb/herb"
"2181","AREGG","Forb/herb"
"2184","ARSI5","Forb/herb"
"2187","ARFR11","Forb/herb"
"2191","ARNE4","Forb/herb"
"2193","ARDE5","Forb/herb"
"2194","ARFE5","Forb/herb"
"2195","ARIN11","Forb/herb"
"2196","ARJO2","Forb/herb"
"2197","ARLI4","Forb/herb"
"2198","ARLIL","Forb/herb"
"2199","ARLIM","Forb/herb"
"2200","ARMI6","Forb/herb"
"2211","ARAD2","Forb/herb"
"2212","ARAP","Forb/herb"
"2213","ARAR5","Forb/herb"
"2214","ARAS4","Forb/herb"
"2215","ARBL2","Forb/herb"
"2218","ARCA19","Forb/herb"
"2219","ARCL2","Forb/herb"
"2220","ARCY","Forb/herb"
"2221","ARHU5","Forb/herb"
"2222","ARHUH","Forb/herb"
"2223","ARHUL","Forb/herb"
"2224","ARHUL2","Forb/herb"
"2226","ARME5","Forb/herb"
"2227","ARMEM","Forb/herb"
"2228","ARMEP","Forb/herb"
"2229","ARNE2","Forb/herb"
"2230","ARSE7","Forb/herb"
"2231","ARSI2","Forb/herb"
"2235","ARDR3","Forb/herb"
"2236","ARTR","Forb/herb"
"2237","ARTRP","Forb/herb"
"2238","ARTRQ","Forb/herb"
"2239","ARTRS","Forb/herb"
"2240","ARTRT3","Forb/herb"
"2242","ARGE2","Forb/herb"
"2294","ARIN12","Forb/herb"
"2297","ARCL","Forb/herb"
"2298","ARCO8","Forb/herb"
"2300","ARER","Forb/herb"
"2302","ARLA24","Forb/herb"
"2304","ARMA9","Forb/herb"
"2305","ARPE8","Forb/herb"
"2306","ARRE3","Forb/herb"
"2308","ARSE3","Forb/herb"
"2310","ARWA","Forb/herb"
"2311","ARWR2","Forb/herb"
"2315","ARMA6","Forb/herb"
"2316","ARMAC2","Forb/herb"
"2317","ARMAS","Forb/herb"
"2319","ARRU4","Forb/herb"
"2321","ARAC3","Forb/herb"
"2322","ARAM2","Forb/herb"
"2323","ARAN5","Forb/herb"
"2324","ARANA","Forb/herb"
"2325","ARANT","Forb/herb"
"2326","ARCE","Forb/herb"
"2327","ARCH3","Forb/herb"
"2328","ARCHC","Forb/herb"
"2329","ARCHC2","Forb/herb"
"2330","ARCHI3","Forb/herb"
"2331","ARCHF","Forb/herb"
"2332","ARCHA2","Forb/herb"
"2333","ARCHB2","Forb/herb"
"2334","ARCHI4","Forb/herb"
"2335","ARCHM2","Forb/herb"
"2336","ARCO9","Forb/herb"
"2337","ARDE11","Forb/herb"
"2338","ARDI6","Forb/herb"
"2339","ARDI7","Forb/herb"
"2340","ARFR2","Forb/herb"
"2341","ARFRF3","Forb/herb"
"2342","ARFRG3","Forb/herb"
"2343","ARFU3","Forb/herb"
"2344","ARGR14","Forb/herb"
"2345","ARLA7","Forb/herb"
"2346","ARLA8","Forb/herb"
"2347","ARLE2","Forb/herb"
"2348","ARLO5","Forb/herb"
"2349","ARLOA","Forb/herb"
"2350","ARLOL","Forb/herb"
"2351","ARLO6","Forb/herb"
"2352","ARMO4","Forb/herb"
"2353","ARNE3","Forb/herb"
"2354","AROV3","Forb/herb"
"2355","ARPA13","Forb/herb"
"2356","ARPAP3","Forb/herb"
"2357","ARPAS2","Forb/herb"
"2358","ARRY","Forb/herb"
"2359","ARSO2","Forb/herb"
"2360","ARSP4","Forb/herb"
"2361","ARUN","Forb/herb"
"2362","ARVE","Forb/herb"
"2363","ARVI6","Forb/herb"
"2365","ARAL30","Forb/herb"
"2366","ARAT","Forb/herb"
"2367","ARDI9","Forb/herb"
"2368","ARFL2","Forb/herb"
"2369","AROV","Forb/herb"
"2370","ARPL4","Forb/herb"
"2371","ARRE6","Forb/herb"
"2372","ARSU5","Forb/herb"
"2374","ARMI3","Forb/herb"
"2387","ARAB3","Forb/herb"
"2388","ARAL5","Forb/herb"
"2389","ARAL6","Forb/herb"
"2390","ARAN3","Forb/herb"
"2401","ARBI2","Forb/herb"
"2402","ARBIB","Forb/herb"
"2403","ARBID","Forb/herb"
"2406","ARCA12","Forb/herb"
"2407","ARCAB2","Forb/herb"
"2408","ARCAB4","Forb/herb"
"2409","ARCAP4","Forb/herb"
"2410","ARCAS5","Forb/herb"
"2411","ARCAW","Forb/herb"
"2412","ARCAC","Forb/herb"
"2417","ARCA14","Forb/herb"
"2418","ARDO3","Forb/herb"
"2419","ARDR4","Forb/herb"
"2421","ARFR3","Forb/herb"
"2423","ARFU4","Forb/herb"
"2424","ARFUF","Forb/herb"
"2425","ARFUH","Forb/herb"
"2426","ARGL8","Forb/herb"
"2427","ARGL9","Forb/herb"
"2428","ARGLG","Forb/herb"
"2429","ARGLS","Forb/herb"
"2432","ARLA9","Forb/herb"
"2435","ARLU","Forb/herb"
"2436","ARLUA","Forb/herb"
"2437","ARLUC8","Forb/herb"
"2438","ARLUE","Forb/herb"
"2439","ARLUI2","Forb/herb"
"2440","ARLUL2","Forb/herb"
"2441","ARLUM2","Forb/herb"
"2442","ARLUR","Forb/herb"
"2443","ARLUS","Forb/herb"
"2444","ARMA20","Forb/herb"
"2446","ARMI4","Forb/herb"
"2449","ARPA20","Forb/herb"
"2452","ARPA17","Forb/herb"
"2453","ARPA18","Forb/herb"
"2456","ARPO5","Forb/herb"
"2461","ARSC4","Forb/herb"
"2462","ARSC","Forb/herb"
"2463","ARSE5","Forb/herb"
"2464","ARSE4","Forb/herb"
"2465","ARST6","Forb/herb"
"2466","ARSU4","Forb/herb"
"2467","ARTI","Forb/herb"
"2468","ARTIE","Forb/herb"
"2469","ARTIG","Forb/herb"
"2470","ARTIT","Forb/herb"
"2471","ARTIU2","Forb/herb"
"2483","ARUM","Forb/herb"
"2484","ARVU","Forb/herb"
"2488","ARSU11","Forb/herb"
"2490","ARCI2","Forb/herb"
"2492","ARIT","Forb/herb"
"2493","ARPA39","Forb/herb"
"2495","ARDI8","Forb/herb"
"2496","ARDIA","Forb/herb"
"2497","ARDID2","Forb/herb"
"2498","ARDIP","Forb/herb"
"2499","ARDIV","Forb/herb"
"2501","ARGR6","Forb/herb"
"2511","ASCA","Forb/herb"
"2512","ASCA2","Forb/herb"
"2513","ASHA","Forb/herb"
"2514","ASLE","Forb/herb"
"2515","ASMA8","Forb/herb"
"2516","ASWA6","Forb/herb"
"2519","ASAM","Forb/herb"
"2520","ASAN5","Forb/herb"
"2521","ASAR","Forb/herb"
"2522","ASAS","Forb/herb"
"2523","ASASA","Forb/herb"
"2524","ASASC","Forb/herb"
"2525","ASBR","Forb/herb"
"2526","ASCA3","Forb/herb"
"2527","ASCAC3","Forb/herb"
"2528","ASCAG","Forb/herb"
"2529","ASCI5","Forb/herb"
"2530","ASCO19","Forb/herb"
"2531","ASCO","Forb/herb"
"2532","ASCR","Forb/herb"
"2533","ASCRC2","Forb/herb"
"2534","ASCRD2","Forb/herb"
"2535","ASCU","Forb/herb"
"2536","ASCU8","Forb/herb"
"2537","ASCU9","Forb/herb"
"2538","ASEM","Forb/herb"
"2539","ASEN","Forb/herb"
"2540","ASER","Forb/herb"
"2541","ASER2","Forb/herb"
"2542","ASEX","Forb/herb"
"2543","ASFA","Forb/herb"
"2544","ASFE4","Forb/herb"
"2546","ASGL5","Forb/herb"
"2547","ASHA6","Forb/herb"
"2548","ASHI","Forb/herb"
"2549","ASHU3","Forb/herb"
"2550","ASHY5","Forb/herb"
"2551","ASIN","Forb/herb"
"2552","ASINI","Forb/herb"
"2553","ASINP2","Forb/herb"
"2554","ASIN14","Forb/herb"
"2555","ASLA","Forb/herb"
"2556","ASLA2","Forb/herb"
"2557","ASLA3","Forb/herb"
"2558","ASLA4","Forb/herb"
"2559","ASLE13","Forb/herb"
"2560","ASLI6","Forb/herb"
"2561","ASLI","Forb/herb"
"2562","ASLO","Forb/herb"
"2564","ASME","Forb/herb"
"2565","ASMI12","Forb/herb"
"2566","ASNU","Forb/herb"
"2567","ASNY","Forb/herb"
"2568","ASOB","Forb/herb"
"2569","ASOE","Forb/herb"
"2570","ASOV","Forb/herb"
"2571","ASPE8","Forb/herb"
"2572","ASPE","Forb/herb"
"2573","ASPH2","Forb/herb"
"2574","ASPR9","Forb/herb"
"2575","ASPU","Forb/herb"
"2576","ASPU2","Forb/herb"
"2577","ASQU","Forb/herb"
"2578","ASQU2","Forb/herb"
"2579","ASRU","Forb/herb"
"2580","ASRU6","Forb/herb"
"2581","ASSC9","Forb/herb"
"2582","ASSO","Forb/herb"
"2583","ASSP","Forb/herb"
"2585","ASST","Forb/herb"
"2586","ASSU","Forb/herb"
"2587","ASSU2","Forb/herb"
"2588","ASSU3","Forb/herb"
"2589","ASSY","Forb/herb"
"2590","ASTE","Forb/herb"
"2591","ASTO","Forb/herb"
"2592","ASTU","Forb/herb"
"2593","ASTUI","Forb/herb"
"2594","ASTUR","Forb/herb"
"2595","ASTUT2","Forb/herb"
"2596","ASUN4","Forb/herb"
"2597","ASUNR","Forb/herb"
"2598","ASUNU2","Forb/herb"
"2599","ASVA","Forb/herb"
"2600","ASVE","Forb/herb"
"2601","ASVE2","Forb/herb"
"2602","ASVEP","Forb/herb"
"2603","ASVEV","Forb/herb"
"2604","ASVI","Forb/herb"
"2605","ASVI2","Forb/herb"
"2606","ASVI9","Forb/herb"
"2607","ASWE3","Forb/herb"
"2619","ASAE3","Forb/herb"
"2620","ASAS4","Forb/herb"
"2621","ASOF","Forb/herb"
"2622","ASSE12","Forb/herb"
"2624","ASPR","Forb/herb"
"2626","ASAR2","Forb/herb"
"2627","ASOR6","Forb/herb"
"2629","ASFI2","Forb/herb"
"2638","ASCA5","Forb/herb"
"2639","ASCA17","Forb/herb"
"2640","ASDE6","Forb/herb"
"2642","ASAB2","Forb/herb"
"2643","ASAC4","Forb/herb"
"2644","ASAD","Forb/herb"
"2645","ASAE2","Forb/herb"
"2646","ASAL10","Forb/herb"
"2647","ASBI3","Forb/herb"
"2648","ASBO6","Forb/herb"
"2649","ASBR2","Forb/herb"
"2650","ASCL3","Forb/herb"
"2651","ASCO14","Forb/herb"
"2652","ASCOC4","Forb/herb"
"2653","ASCOH","Forb/herb"
"2654","ASCO59","Forb/herb"
"2655","ASCR6","Forb/herb"
"2656","ASCU6","Forb/herb"
"2657","ASCU7","Forb/herb"
"2658","ASDA","Forb/herb"
"2659","ASEB","Forb/herb"
"2660","ASER9","Forb/herb"
"2661","ASEX3","Forb/herb"
"2662","ASEX2","Forb/herb"
"2663","ASFL7","Forb/herb"
"2664","ASGR5","Forb/herb"
"2665","ASHA14","Forb/herb"
"2666","ASHE2","Forb/herb"
"2667","ASHE3","Forb/herb"
"2668","ASHE4","Forb/herb"
"2669","ASHO8","Forb/herb"
"2670","ASHO4","Forb/herb"
"2671","ASIN10","Forb/herb"
"2672","ASIN11","Forb/herb"
"2673","ASKA","Forb/herb"
"2674","ASKE2","Forb/herb"
