"plant_id","type","type","present"
"895","ALOX","Forb/herb","Forb/herb",1
"896","ALPA20","Forb/herb","Forb/herb",1
"897","ALPA2","Forb/herb","Forb/herb",1
"898","ALPA11","Forb/herb","Forb/herb",1
"899","ALPA3","Forb/herb","Forb/herb",1
"900","ALPA5","Forb/herb","Forb/herb",1
"901","ALPE","Forb/herb","Forb/herb",1
"902","ALPEF","Forb/herb","Forb/herb",1
"903","ALPEP2","Forb/herb","Forb/herb",1
"904","ALPE2","Forb/herb","Forb/herb",1
"905","ALPEP","Forb/herb","Forb/herb",1
"906","ALPES","Forb/herb","Forb/herb",1
"907","ALPL2","Forb/herb","Forb/herb",1
"908","ALPL3","Forb/herb","Forb/herb",1
"909","ALPL4","Forb/herb","Forb/herb",1
"910","ALPO2","Forb/herb","Forb/herb",1
"911","ALPR2","Forb/herb","Forb/herb",1
"912","ALPR6","Forb/herb","Forb/herb",1
"913","ALPU","Forb/herb","Forb/herb",1
"914","ALRO","Forb/herb","Forb/herb",1
"915","ALRU","Forb/herb","Forb/herb",1
"916","ALSA","Forb/herb","Forb/herb",1
"917","ALSAC","Forb/herb","Forb/herb",1
"918","ALSAS","Forb/herb","Forb/herb",1
"919","ALSA2","Forb/herb","Forb/herb",1
"920","ALSC","Forb/herb","Forb/herb",1
"921","ALSCS2","Forb/herb","Forb/herb",1
"922","ALSCS","Forb/herb","Forb/herb",1
"923","ALSC2","Forb/herb","Forb/herb",1
"924","ALSC3","Forb/herb","Forb/herb",1
"925","ALSCR","Forb/herb","Forb/herb",1
"926","ALSE3","Forb/herb","Forb/herb",1
"927","ALSH2","Forb/herb","Forb/herb",1
"928","ALSH","Forb/herb","Forb/herb",1
"929","ALSI","Forb/herb","Forb/herb",1
"930","ALSI2","Forb/herb","Forb/herb",1
"931","ALSP2","Forb/herb","Forb/herb",1
"932","ALSP4","Forb/herb","Forb/herb",1
"933","ALST","Forb/herb","Forb/herb",1
"934","ALTE","Forb/herb","Forb/herb",1
"935","ALTO","Forb/herb","Forb/herb",1
"936","ALTOP","Forb/herb","Forb/herb",1
"937","ALTOP2","Forb/herb","Forb/herb",1
"938","ALTOT","Forb/herb","Forb/herb",1
"939","ALTR2","Forb/herb","Forb/herb",1
"940","ALTR3","Forb/herb","Forb/herb",1
"941","ALTR4","Forb/herb","Forb/herb",1
"942","ALTU3","Forb/herb","Forb/herb",1
"943","ALTU","Forb/herb","Forb/herb",1
"944","ALUN","Forb/herb","Forb/herb",1
"945","ALVA","Forb/herb","Forb/herb",1
"946","ALVI3","Forb/herb","Forb/herb",1
"947","ALVI","Forb/herb","Forb/herb",1
"948","ALVIC3","Forb/herb","Forb/herb",1
"949","ALVIV","Forb/herb","Forb/herb",1
"950","ALYO","Forb/herb","Forb/herb",1
"954","ALDI4","Forb/herb","Forb/herb",1
"955","ALGI","Forb/herb","Forb/herb",1
"956","ALGIG","Forb/herb","Forb/herb",1
"957","ALGIV","Forb/herb","Forb/herb",1
"958","ALGL3","Forb/herb","Forb/herb",1
"959","ALIN3","Forb/herb","Forb/herb",1
"963","ALVI2","Forb/herb","Forb/herb",1
"965","ALHO4","Subshrub, Shrub, Forb/herb","Forb/herb",1
"966","ALLO2","Subshrub, Shrub, Forb/herb","Forb/herb",1
"968","ALPA14","Forb/herb","Forb/herb",1
"987","ALMA11","Forb/herb","Forb/herb",1
"988","ALOD3","Forb/herb","Forb/herb",1
"990","ALSC12","Forb/herb","Forb/herb",1
"991","ALVE2","Forb/herb","Forb/herb",1
"1007","ALDR2","Forb/herb","Forb/herb",1
"1018","ALMU2","Forb/herb","Forb/herb",1
"1019","ALPU4","Forb/herb","Forb/herb",1
"1020","ALZE","Forb/herb","Forb/herb",1
"1029","ALHA2","Forb/herb","Forb/herb",1
"1030","ALPS","Forb/herb","Forb/herb",1
"1031","ALPU2","Forb/herb","Forb/herb",1
"1033","ALBE","Forb/herb","Forb/herb",1
"1034","ALBR5","Forb/herb, Shrub, Vine","Forb/herb",1
"1035","ALCA5","Forb/herb","Forb/herb",1
"1036","ALFI8","Forb/herb","Forb/herb",1
"1037","ALFL","Subshrub, Forb/herb","Forb/herb",1
"1038","ALFL5","Forb/herb","Forb/herb",1
"1039","ALMA10","Forb/herb","Forb/herb",1
"1040","ALPA17","Forb/herb","Forb/herb",1
"1041","ALPAA2","Forb/herb","Forb/herb",1
"1042","ALPAP","Forb/herb","Forb/herb",1
"1043","ALPH","Forb/herb","Forb/herb",1
"1044","ALPU3","Forb/herb","Forb/herb",1
"1045","ALSE4","Forb/herb","Forb/herb",1
"1047","ALCA25","Forb/herb","Forb/herb",1
"1048","ALHI2","Forb/herb","Forb/herb",1
"1049","ALOF2","Forb/herb","Forb/herb",1
"1054","ALOV","Forb/herb","Forb/herb",1
"1055","ALRU4","Forb/herb","Forb/herb",1
"1056","ALVA2","Forb/herb","Forb/herb",1
"1058","ALAL3","Forb/herb","Forb/herb",1
"1059","ALCO16","Forb/herb, Subshrub","Forb/herb",1
"1060","ALDE","Forb/herb","Forb/herb",1
"1061","ALDED","Forb/herb","Forb/herb",1
"1062","ALDEH","Forb/herb","Forb/herb",1
"1063","ALMU","Forb/herb","Forb/herb",1
"1064","ALOB5","Forb/herb","Forb/herb",1
"1065","ALSI8","Forb/herb","Forb/herb",1
"1066","ALST2","Forb/herb","Forb/herb",1
"1067","ALSZ2","Forb/herb","Forb/herb",1
"1071","AMAC","Forb/herb","Forb/herb",1
"1072","AMAL","Forb/herb","Forb/herb",1
"1073","AMAR","Forb/herb","Forb/herb",1
"1074","AMAU","Subshrub, Forb/herb","Forb/herb",1
"1075","AMBI","Forb/herb","Forb/herb",1
"1076","AMBL","Forb/herb","Forb/herb",1
"1077","AMBL2","Forb/herb","Forb/herb",1
"1078","AMBLB","Forb/herb","Forb/herb",1
"1079","AMBLE2","Forb/herb","Forb/herb",1
"1080","AMBLP","Forb/herb","Forb/herb",1
"1081","AMBR5","Forb/herb","Forb/herb",1
"1082","AMCA","Forb/herb","Forb/herb",1
"1083","AMCA2","Forb/herb","Forb/herb",1
"1084","AMCA3","Forb/herb","Forb/herb",1
"1085","AMCR","Forb/herb","Forb/herb",1
"1086","AMCRC","Forb/herb","Forb/herb",1
"1087","AMCRW","Forb/herb","Forb/herb",1
"1088","AMCR2","Forb/herb","Forb/herb",1
"1089","AMCR4","Forb/herb","Forb/herb",1
"1090","AMDE","Forb/herb","Forb/herb",1
"1091","AMDU","Forb/herb","Forb/herb",1
"1092","AMFI","Forb/herb","Forb/herb",1
"1093","AMFL3","Forb/herb","Forb/herb",1
"1094","AMGR13","Forb/herb","Forb/herb",1
"1095","AMGRS","Forb/herb","Forb/herb",1
"1096","AMGR2","Forb/herb","Forb/herb",1
"1097","AMHY","Forb/herb","Forb/herb",1
"1098","AMHY2","Forb/herb","Forb/herb",1
"1099","AMLI2","Forb/herb","Forb/herb",1
"1100","AMMA6","Forb/herb","Forb/herb",1
"1101","AMMU3","Forb/herb","Forb/herb",1
"1102","AMOB","Forb/herb","Forb/herb",1
"1103","AMPA","Forb/herb","Forb/herb",1
"1104","AMPO","Forb/herb","Forb/herb",1
"1105","AMPO2","Forb/herb","Forb/herb",1
"1106","AMPOB2","Forb/herb","Forb/herb",1
"1107","AMPOP","Forb/herb","Forb/herb",1
"1108","AMPR","Forb/herb","Forb/herb",1
"1109","AMPU2","Forb/herb","Forb/herb",1
"1110","AMRE","Forb/herb","Forb/herb",1
"1111","AMSC","Forb/herb","Forb/herb",1
"1112","AMSP","Forb/herb","Forb/herb",1
"1113","AMTA","Forb/herb","Forb/herb",1
"1114","AMTE9","Forb/herb","Forb/herb",1
"1115","AMTH2","Forb/herb","Forb/herb",1
"1116","AMTO6","Forb/herb","Forb/herb",1
"1117","AMTR2","Forb/herb","Forb/herb",1
"1118","AMTU","Forb/herb","Forb/herb",1
"1119","AMTU2","Forb/herb","Forb/herb",1
"1120","AMVE2","Forb/herb","Forb/herb",1
"1121","AMVI","Forb/herb","Forb/herb",1
"1122","AMWA","Forb/herb","Forb/herb",1
"1123","AMWR","Forb/herb","Forb/herb",1
"1125","AMBE3","Forb/herb","Forb/herb",1
"1127","AMMO","Forb/herb","Forb/herb",1
"1129","AMSE","Forb/herb","Forb/herb",1
"1131","AMPU3","Forb/herb","Forb/herb",1
"1137","AMAC2","Forb/herb","Forb/herb",1
"1139","AMAR2","Forb/herb","Forb/herb",1
"1140","AMARA2","Forb/herb","Forb/herb",1
"1141","AMARE","Forb/herb","Forb/herb",1
"1142","AMARP","Forb/herb","Forb/herb",1
"1143","AMBI2","Forb/herb","Forb/herb",1
"1144","AMCA7","Forb/herb","Forb/herb",1
"1145","AMCH4","Subshrub, Shrub, Forb/herb","Forb/herb",1
"1146","AMCH2","Forb/herb","Forb/herb",1
"1148","AMCO3","Forb/herb","Forb/herb",1
"1153","AMGR5","Forb/herb","Forb/herb",1
"1154","AMHE3","Forb/herb","Forb/herb",1
"1155","AMHI3","Subshrub, Forb/herb","Forb/herb",1
"1157","AMIN","Forb/herb","Forb/herb",1
"1159","AMPS","Forb/herb","Forb/herb",1
"1160","AMPU4","Forb/herb","Forb/herb",1
"1161","AMTE5","Forb/herb","Forb/herb",1
"1162","AMTO3","Forb/herb","Forb/herb",1
"1163","AMTR","Subshrub, Forb/herb","Forb/herb",1
"1164","AMTRT","Subshrub, Forb/herb","Forb/herb",1
"1165","AMTRT2","Subshrub, Forb/herb","Forb/herb",1
"1198","AMRO","Forb/herb","Forb/herb",1
"1200","AMMU","Forb/herb","Forb/herb",1
"1202","AMAU2","Forb/herb","Forb/herb",1
"1203","AMCO","Forb/herb, Subshrub","Forb/herb",1
"1204","AMLA3","Forb/herb, Subshrub","Forb/herb",1
"1205","AMRO3","Forb/herb","Forb/herb",1
"1207","AMMA","Forb/herb","Forb/herb",1
"1208","AMVI2","Forb/herb","Forb/herb",1
"1210","AMCH3","Forb/herb","Forb/herb",1
"1216","AMBU","Forb/herb","Forb/herb",1
"1217","AMGI","Forb/herb","Forb/herb",1
"1218","AMPO4","Forb/herb","Forb/herb",1
"1220","AMGO","Forb/herb","Forb/herb",1
"1221","AMPA3","Forb/herb","Forb/herb",1
"1253","AMAM3","Forb/herb","Forb/herb",1
"1254","AMDR","Forb/herb","Forb/herb",1
"1256","AMPU7","Forb/herb","Forb/herb",1
"1261","AMBR2","Vine, Forb/herb","Forb/herb",1
"1262","AMBRB","Forb/herb, Vine","Forb/herb",1
"1263","AMBRC","Forb/herb, Vine","Forb/herb",1
"1276","AMCA8","Forb/herb","Forb/herb",1
"1277","AMDO","Forb/herb","Forb/herb",1
"1278","AMEA2","Forb/herb","Forb/herb",1
"1279","AMGR3","Forb/herb","Forb/herb",1
"1280","AMLU","Forb/herb","Forb/herb",1
"1281","AMLY","Forb/herb","Forb/herb",1
"1282","AMME","Forb/herb","Forb/herb",1
"1283","AMMEI2","Forb/herb","Forb/herb",1
"1284","AMMEM2","Forb/herb","Forb/herb",1
"1285","AMSP3","Forb/herb","Forb/herb",1
"1286","AMTE3","Forb/herb","Forb/herb",1
"1287","AMTEG","Forb/herb","Forb/herb",1
"1288","AMTET","Forb/herb","Forb/herb",1
"1289","AMVE","Forb/herb","Forb/herb",1
"1290","AMVEF","Forb/herb","Forb/herb",1
"1291","AMVEV","Forb/herb","Forb/herb",1
"1293","AMCI","Forb/herb","Forb/herb",1
"1294","AMCIC","Forb/herb","Forb/herb",1
"1295","AMCIT","Forb/herb","Forb/herb",1
"1296","AMCIT2","Forb/herb","Forb/herb",1
"1297","AMFU","Forb/herb","Forb/herb",1
"1298","AMGR4","Forb/herb","Forb/herb",1
"1299","AMHU","Forb/herb","Forb/herb",1
"1300","AMIL","Forb/herb","Forb/herb",1
"1301","AMJO","Forb/herb","Forb/herb",1
"1302","AMKE","Forb/herb","Forb/herb",1
"1303","AMLO","Forb/herb","Forb/herb",1
"1304","AMLOL","Forb/herb","Forb/herb",1
"1305","AMLOS","Forb/herb","Forb/herb",1
"1306","AMLU2","Forb/herb","Forb/herb",1
"1307","AMPA5","Forb/herb","Forb/herb",1
"1308","AMPE","Forb/herb","Forb/herb",1
"1309","AMRE3","Forb/herb","Forb/herb",1
"1310","AMRI","Forb/herb","Forb/herb",1
"1311","AMTA2","Forb/herb","Forb/herb",1
"1312","AMTAG","Forb/herb","Forb/herb",1
"1313","AMTAS","Forb/herb","Forb/herb",1
"1314","AMTAT","Forb/herb","Forb/herb",1
"1315","AMTH","Subshrub, Forb/herb","Forb/herb",1
"1316","AMTO2","Forb/herb","Forb/herb",1
"1317","AMTOS","Forb/herb","Forb/herb",1
"1318","AMTOT","Forb/herb","Forb/herb",1
"1327","ANCL2","Forb/herb","Forb/herb",1
"1329","ANAR","Forb/herb","Forb/herb",1
"1330","ANARA7","Forb/herb","Forb/herb",1
"1331","ANARF","Forb/herb","Forb/herb",1
"1332","ANMI4","Forb/herb","Forb/herb",1
"1333","ANMO2","Forb/herb","Forb/herb",1
"1334","ANPU4","Forb/herb","Forb/herb",1
"1336","ANCO30","Forb/herb","Forb/herb",1
"1338","ANMA","Forb/herb","Forb/herb",1
"1340","ANAR16","Forb/herb","Forb/herb",1
"1341","ANAZ","Forb/herb","Forb/herb",1
"1342","ANBA3","Forb/herb","Forb/herb",1
"1343","ANCA29","Forb/herb","Forb/herb",1
"1344","ANOF","Forb/herb","Forb/herb",1
"1352","ANFI3","Forb/herb","Forb/herb",1
"1359","ANEC","Forb/herb","Forb/herb",1
"1392","ANCH","Forb/herb","Forb/herb",1
"1393","ANCHA","Forb/herb","Forb/herb",1
"1394","ANCHC","Forb/herb","Forb/herb",1
"1395","ANCHL","Forb/herb","Forb/herb",1
"1396","ANEL2","Forb/herb","Forb/herb",1
"1397","ANELA","Forb/herb","Forb/herb",1
"1398","ANFI","Forb/herb","Forb/herb",1
"1399","ANMA14","Forb/herb","Forb/herb",1
"1400","ANOC2","Forb/herb","Forb/herb",1
"1401","ANSE4","Forb/herb","Forb/herb",1
"1402","ANSEG2","Forb/herb","Forb/herb",1
"1403","ANSEP2","Forb/herb","Forb/herb",1
"1404","ANSES3","Forb/herb","Forb/herb",1
"1405","ANSES4","Forb/herb","Forb/herb",1
"1406","ANSES5","Forb/herb","Forb/herb",1
"1408","ANBR4","Forb/herb","Forb/herb",1
"1409","ANCO9","Forb/herb","Forb/herb",1
"1411","ANEU","Forb/herb","Forb/herb",1
"1413","ANAD","Forb/herb","Forb/herb",1
"1414","ANME","Forb/herb","Forb/herb",1
"1415","ANWR4","Forb/herb","Forb/herb",1
"1417","ANBE","Forb/herb","Forb/herb",1
"1418","ANBL2","Forb/herb","Forb/herb",1
"1419","ANCA8","Forb/herb","Forb/herb",1
"1420","ANCA9","Forb/herb","Forb/herb",1
"1421","ANCY","Forb/herb","Forb/herb",1
"1422","ANDE3","Forb/herb","Forb/herb",1
"1423","ANDR","Forb/herb","Forb/herb",1
"1424","ANDRD","Forb/herb","Forb/herb",1
"1425","ANDRH","Forb/herb","Forb/herb",1
"1426","ANED2","Forb/herb","Forb/herb",1
"1427","ANEDE","Forb/herb","Forb/herb",1
"1428","ANEDP","Forb/herb","Forb/herb",1
"1429","ANHU","Forb/herb","Forb/herb",1
"1430","ANHUJ","Forb/herb","Forb/herb",1
"1431","ANLA","Forb/herb","Forb/herb",1
"1432","ANLI4","Forb/herb","Forb/herb",1
"1433","ANLY","Forb/herb","Forb/herb",1
"1434","ANMU4","Forb/herb","Forb/herb",1
"1435","ANMU","Forb/herb","Forb/herb",1
"1436","ANMUM3","Forb/herb","Forb/herb",1
"1437","ANMUS","Forb/herb","Forb/herb",1
"1438","ANMUS5","Forb/herb","Forb/herb",1
"1439","ANMUT","Forb/herb","Forb/herb",1
"1440","ANNA","Forb/herb","Forb/herb",1
"1441","ANNAM2","Forb/herb","Forb/herb",1
"1442","ANNAV3","Forb/herb","Forb/herb",1
"1443","ANNAZ2","Forb/herb","Forb/herb",1
"1444","ANNE4","Forb/herb","Forb/herb",1
"1445","ANOR","Forb/herb","Forb/herb",1
"1446","ANORF","Forb/herb","Forb/herb",1
"1447","ANORO","Forb/herb","Forb/herb",1
"1448","ANPA","Forb/herb","Forb/herb",1
"1449","ANPAG","Forb/herb","Forb/herb",1
"1450","ANPAP2","Forb/herb","Forb/herb",1
"1451","ANPI","Forb/herb","Forb/herb",1
"1452","ANQU","Forb/herb","Forb/herb",1
"1453","ANQUB2","Forb/herb","Forb/herb",1
"1454","ANQUM2","Forb/herb","Forb/herb",1
"1455","ANQUQ","Forb/herb","Forb/herb",1
"1456","ANRI","Forb/herb","Forb/herb",1
"1457","ANTU","Forb/herb","Forb/herb",1
"1458","ANTUT","Forb/herb","Forb/herb",1
"1459","ANTUT2","Forb/herb","Forb/herb",1
"1460","ANVI3","Forb/herb","Forb/herb",1
"1461","ANVIA2","Forb/herb","Forb/herb",1
"1462","ANVIC","Forb/herb","Forb/herb",1
"1463","ANVIV2","Forb/herb","Forb/herb",1
"1465","ANCA10","Forb/herb","Forb/herb",1
"1467","ANGR2","Forb/herb","Forb/herb",1
"1472","ANBE2","Forb/herb, Vine","Forb/herb",1
"1474","ANAM","Forb/herb","Forb/herb",1
"1475","ANAR3","Forb/herb","Forb/herb",1
"1476","ANAT","Forb/herb","Forb/herb",1
"1477","ANBR5","Forb/herb","Forb/herb",1
"1478","ANCA32","Forb/herb","Forb/herb",1
"1479","ANCA13","Forb/herb","Forb/herb",1
"1480","ANCA11","Forb/herb","Forb/herb",1
"1481","ANDA","Forb/herb","Forb/herb",1
"1482","ANDE4","Forb/herb","Forb/herb",1
"1483","ANGE2","Forb/herb","Forb/herb",1
"1484","ANGR3","Forb/herb","Forb/herb",1
"1485","ANHE","Forb/herb","Forb/herb",1
"1486","ANKI","Forb/herb","Forb/herb",1
"1487","ANLI2","Forb/herb","Forb/herb",1
"1488","ANLU","Forb/herb","Forb/herb",1
"1489","ANPI2","Forb/herb","Forb/herb",1
"1490","ANRO","Forb/herb","Forb/herb",1
"1491","ANSC9","Forb/herb","Forb/herb",1
"1492","ANTO","Forb/herb","Forb/herb",1
"1493","ANTR2","Forb/herb","Forb/herb",1
"1494","ANVE","Forb/herb","Forb/herb",1
"1495","ANWH","Forb/herb","Forb/herb",1
"1497","ANAN5","Forb/herb","Forb/herb",1
"1499","ANEV","Forb/herb","Forb/herb",1
"1507","ANMA4","Vine, Forb/herb","Forb/herb",1
"1508","ANMAN","Forb/herb, Vine","Forb/herb",1
"1510","ANSC14","Forb/herb","Forb/herb",1
"1512","ANAC","Forb/herb","Forb/herb",1
"1514","ANCA46","Forb/herb, Subshrub","Forb/herb",1
"1520","ANAB","Subshrub, Forb/herb","Forb/herb",1
"1521","ANCR","Forb/herb","Forb/herb",1
"1522","ANCR2","Forb/herb","Forb/herb",1
"1523","ANLA4","Subshrub, Forb/herb","Forb/herb",1
"1524","ANPE4","Forb/herb","Forb/herb",1
"1525","ANRE2","Forb/herb","Forb/herb",1
"1526","ANTH3","Forb/herb","Forb/herb",1
"1528","ANSA2","Forb/herb","Forb/herb",1
"1536","ANCO6","Vine, Forb/herb","Forb/herb",1
"1537","ANVE2","Vine, Forb/herb","Forb/herb",1
"1539","ANAL4","Forb/herb","Forb/herb",1
"1540","ANAN2","Forb/herb","Forb/herb",1
"1541","ANAR4","Forb/herb","Forb/herb",1
"1542","ANAR5","Forb/herb","Forb/herb",1
"1543","ANAR10","Forb/herb","Forb/herb",1
"1544","ANCO","Forb/herb","Forb/herb",1
"1545","ANDE9","Forb/herb","Forb/herb",1
"1546","ANDI2","Subshrub, Forb/herb","Forb/herb",1
"1547","ANDI3","Forb/herb","Forb/herb",1
"1548","ANFL2","Forb/herb","Forb/herb",1
"1549","ANFO","Forb/herb","Forb/herb",1
"1550","ANFR","Forb/herb","Forb/herb",1
"1551","ANFRA","Forb/herb","Forb/herb",1
"1552","ANFRF","Forb/herb","Forb/herb",1
"1553","ANFRN","Forb/herb","Forb/herb",1
"1554","ANGE3","Subshrub, Forb/herb","Forb/herb",1
"1555","ANHO","Forb/herb","Forb/herb",1
"1556","ANHOC","Forb/herb","Forb/herb",1
"1557","ANHOH","Forb/herb","Forb/herb",1
"1558","ANHON","Forb/herb","Forb/herb",1
"1559","ANHOP","Forb/herb","Forb/herb",1
"1560","ANLA3","Forb/herb","Forb/herb",1
"1561","ANLU2","Subshrub, Forb/herb","Forb/herb",1
"1562","ANLUA2","Forb/herb, Subshrub","Forb/herb",1
"1563","ANLUL","Forb/herb, Subshrub","Forb/herb",1
"1564","ANMA6","Forb/herb","Forb/herb",1
"1565","ANMA5","Forb/herb","Forb/herb",1
"1566","ANME2","Forb/herb","Forb/herb",1
"1567","ANMI3","Forb/herb","Forb/herb",1
"1568","ANMO9","Forb/herb","Forb/herb",1
"1569","ANMOA","Forb/herb","Forb/herb",1
"1570","ANMOM","Forb/herb","Forb/herb",1
"1571","ANNE","Forb/herb","Forb/herb",1
"1572","ANOB3","Forb/herb","Forb/herb",1
"1573","ANPA9","Forb/herb","Forb/herb",1
"1574","ANPAF","Forb/herb","Forb/herb",1
"1575","ANPAP","Forb/herb","Forb/herb",1
"1576","ANPA4","Forb/herb","Forb/herb",1
"1577","ANPL","Forb/herb","Forb/herb",1
"1578","ANPU8","Forb/herb","Forb/herb",1
"1579","ANPU","Forb/herb","Forb/herb",1
"1580","ANPUP","Forb/herb","Forb/herb",1
"1581","ANRA","Forb/herb","Forb/herb",1
"1582","ANRO2","Forb/herb","Forb/herb",1
"1583","ANROA","Forb/herb","Forb/herb",1
"1584","ANROC","Forb/herb","Forb/herb",1
"1585","ANROP","Forb/herb","Forb/herb",1
"1586","ANROR","Forb/herb","Forb/herb",1
"1587","ANRO3","Forb/herb","Forb/herb",1
"1588","ANSO2","Forb/herb","Forb/herb",1
"1589","ANSO","Forb/herb","Forb/herb",1
"1590","ANST2","Forb/herb","Forb/herb",1
"1591","ANSU3","Subshrub, Forb/herb","Forb/herb",1
"1592","ANUM","Forb/herb","Forb/herb",1
"1593","ANVI13","Forb/herb","Forb/herb",1
"1598","ANAL11","Forb/herb","Forb/herb",1
"1599","ANAR6","Forb/herb","Forb/herb",1
"1600","ANAU3","Forb/herb","Forb/herb",1
"1601","ANCO2","Forb/herb","Forb/herb",1
"1602","ANSE6","Forb/herb","Forb/herb",1
"1603","ANTI","Forb/herb","Forb/herb",1
"1607","ANLA7","Forb/herb","Forb/herb",1
"1608","ANWA","Forb/herb","Forb/herb",1
"1616","ANCA14","Forb/herb","Forb/herb",1
"1617","ANCE","Forb/herb","Forb/herb",1
"1618","ANSY","Forb/herb","Forb/herb",1
"1620","ANVU","Forb/herb","Forb/herb",1
"1630","ANFL3","Forb/herb","Forb/herb",1
"1633","ANMA3","Forb/herb","Forb/herb",1
"1635","ANAN4","Forb/herb","Forb/herb",1
"1636","ANER","Forb/herb","Forb/herb",1
"1637","ANLE5","Forb/herb","Forb/herb",1
"1638","ANLEG","Forb/herb","Forb/herb",1
"1639","ANLEH","Forb/herb","Forb/herb",1
"1640","ANLEL","Forb/herb","Forb/herb",1
"1641","ANLEL2","Forb/herb","Forb/herb",1
"1642","ANRE3","Subshrub, Forb/herb","Forb/herb",1
"1649","APAR2","Forb/herb","Forb/herb",1
"1650","APMI","Forb/herb","Forb/herb",1
"1652","APBL","Forb/herb","Forb/herb",1
"1656","APPI","Forb/herb","Forb/herb",1
"1657","APRA","Forb/herb","Forb/herb",1
"1658","APRAH","Forb/herb","Forb/herb",1
"1659","APRAR","Forb/herb","Forb/herb",1
"1660","APRI","Subshrub, Forb/herb","Forb/herb",1
"1661","APSK","Forb/herb","Forb/herb",1
"1662","APSKK","Forb/herb","Forb/herb",1
"1663","APSKS","Forb/herb","Forb/herb",1
"1664","APSKT","Forb/herb","Forb/herb",1
"1666","APES","Forb/herb","Forb/herb",1
"1668","APAN","Forb/herb","Forb/herb",1
"1670","APAM","Vine, Forb/herb","Forb/herb",1
"1671","APPR","Vine, Forb/herb","Forb/herb",1
"1673","APGR2","Forb/herb","Forb/herb",1
"1674","APGRD","Forb/herb","Forb/herb",1
"1675","APNO","Forb/herb","Forb/herb",1
"1676","APPR2","Forb/herb","Forb/herb",1
"1677","APRE","Forb/herb","Forb/herb",1
"1679","APHY","Forb/herb","Forb/herb",1
"1683","APAN2","Forb/herb","Forb/herb",1
"1684","APCA","Forb/herb","Forb/herb",1
"1685","APFL","Forb/herb","Forb/herb",1
"1687","APUN","Vine, Forb/herb","Forb/herb",1
"1689","APDI","Forb/herb","Forb/herb",1
"1691","APCO","Subshrub, Forb/herb","Forb/herb",1
"1693","APAP","Forb/herb","Forb/herb",1
"1695","AQBA","Forb/herb","Forb/herb",1
"1696","AQBR","Forb/herb","Forb/herb",1
"1697","AQCA","Forb/herb","Forb/herb",1
"1698","AQCH","Forb/herb","Forb/herb",1
"1699","AQCHC","Forb/herb","Forb/herb",1
"1700","AQCHC2","Forb/herb","Forb/herb",1
"1701","AQCHH","Forb/herb","Forb/herb",1
"1702","AQCHR","Forb/herb","Forb/herb",1
"1703","AQCO","Forb/herb","Forb/herb",1
"1704","AQCOA","Forb/herb","Forb/herb",1
"1705","AQCOC","Forb/herb","Forb/herb",1
"1706","AQCOD","Forb/herb","Forb/herb",1
"1707","AQCOO","Forb/herb","Forb/herb",1
"1708","AQCOP","Forb/herb","Forb/herb",1
"1709","AQDE","Forb/herb","Forb/herb",1
"1710","AQDE2","Forb/herb","Forb/herb",1
"1711","AQEL","Forb/herb","Forb/herb",1
"1712","AQEX","Forb/herb","Forb/herb",1
"1713","AQFL","Forb/herb","Forb/herb",1
"1714","AQFLF","Forb/herb","Forb/herb",1
"1715","AQFLM","Forb/herb","Forb/herb",1
"1716","AQFLR","Forb/herb","Forb/herb",1
"1717","AQFO","Forb/herb","Forb/herb",1
"1718","AQGR","Forb/herb","Forb/herb",1
"1719","AQJO","Forb/herb","Forb/herb",1
"1720","AQJOE","Forb/herb","Forb/herb",1
"1721","AQJOJ","Forb/herb","Forb/herb",1
"1722","AQLA","Forb/herb","Forb/herb",1
"1723","AQLO","Forb/herb","Forb/herb",1
"1724","AQLO2","Forb/herb","Forb/herb",1
"1725","AQMI","Forb/herb","Forb/herb",1
"1726","AQMIM","Forb/herb","Forb/herb",1
"1727","AQMIM2","Forb/herb","Forb/herb",1
"1728","AQPU","Forb/herb","Forb/herb",1
"1729","AQSA","Forb/herb","Forb/herb",1
"1730","AQSC","Forb/herb","Forb/herb",1
"1731","AQSCC","Forb/herb","Forb/herb",1
"1732","AQSCS","Forb/herb","Forb/herb",1
"1733","AQTR","Forb/herb","Forb/herb",1
"1734","AQVU","Forb/herb","Forb/herb",1
"1736","ARTH","Forb/herb","Forb/herb",1
"1738","ARAC4","Forb/herb","Forb/herb",1
"1739","ARAL8","Forb/herb, Subshrub","Forb/herb",1
"1740","ARBE2","Forb/herb","Forb/herb",1
"1741","ARBL","Forb/herb","Forb/herb",1
"1742","ARBO","Forb/herb","Forb/herb",1
"1743","ARBO7","Forb/herb","Forb/herb",1
"1744","ARBR","Subshrub, Forb/herb","Forb/herb",1
"1745","ARBRA","Subshrub, Forb/herb","Forb/herb",1
"1746","ARBRB","Subshrub, Forb/herb","Forb/herb",1
"1747","ARBRP","Subshrub, Forb/herb","Forb/herb",1
"1748","ARCA48","Forb/herb","Forb/herb",1
"1749","ARCA","Forb/herb","Forb/herb",1
"1750","ARCO","Forb/herb","Forb/herb",1
"1751","ARCO39","Forb/herb","Forb/herb",1
"1752","ARCO12","Subshrub, Forb/herb","Forb/herb",1
"1753","ARCR5","Forb/herb","Forb/herb",1
"1754","ARCR","Forb/herb","Forb/herb",1
"1755","ARCU","Subshrub, Forb/herb","Forb/herb",1
"1756","ARDA","Forb/herb","Forb/herb",1
